idManifestacion	place	entity	date	lugarPublicacionOriginal
289471	Hallaràse este Entremès	y todos los siiguientes		Hallaràse este Entremès,y todos los siiguientes,en casa de Antonio Sanz, [s.a.].
289472	Hallaráse este Entremès	y todos los liguientes		Hallaráse este Entremès, y todos los liguientes,en casa de Antonio Sanz, calle de la Paz, [s.a.].
289474	Hallaràse este Entremès	y todos los siguientes		Hallaràse este Entremès, y todos los siguientes, en casa de Antonio Sanz, calle de la Paz.
289532	Hallaràse este Entremès	y todos los siguientes		Hallaràse este Entremès, y todos los siguientes,en casa de Antonio Sanz, calle de la Paz, [s.a.].
289533	Madrid	en la Imprenta de la Calle de la Paz		Madrid, en la Imprenta de la Calle de la Paz, [s.a.].
289536	Barcelona			Barcelona: Por Francisco Suriá y Burgada.
289540	Barcelona	por Juan Centené		Barcelona, por Juan Centené, y Juan Serra, Impresores y Libreros, [s.a.].
289541	Sevilla	à costa de Joseph Antonio deHermosilla		Sevilla, à costa de Joseph Antonio deHermosilla, Mercader de Libros en calle de Genova, [s.a.].
289543	Sevilla	por Lucas Martin de Hermosilla Impresor		Sevilla, por Lucas Martin de Hermosilla Impresor, y Mercader de Libros.
289545	Sevilla	en la Imprenta de la Viuda de Francisco de Leefdael		Sevilla, en la Imprenta de la Viuda de Francisco de Leefdael, [s.a.].
289546	Sevilla	en la Imprenta Real		Sevilla, en la Imprenta Real, [s.a.].
289547	Sevilla	en la Imprenta de D. Joseph Navarro y Armijo		Sevilla, en la Imprenta de D. Joseph Navarro y Armijo, [s.a.].
289548	Sevilla	en la Imprenta Real		Sevilla, en la Imprenta Real, [s.a.].
289549	Sevilla	en la Imprenta Real		Sevilla, en la Imprenta Real, [s.a.].
289550	Sevilla	en la Imprenta de la Viuda de Francisco de Leefdael		Sevilla, en la Imprenta de la Viuda de Francisco de Leefdael, [s.a.].
289551	Sevilla	Imprenta Real		Sevilla, Imprenta Real, [s.a.].
289552	Sevilla	por Joseph Padrino		Sevilla, por Joseph Padrino, [s.a.].
289553	Sevilla	en la Imprenta Real		Sevilla, en la Imprenta Real, [s.a.].
289554	Sevilla	Imprenta Real		Sevilla, Imprenta Real, [s.a.].
289555	Sevilla	Imprenta Real		Sevilla, Imprenta Real, [s.a.].
289556	Madrid	Imprenta de Antonio Sanz		Madrid, Imprenta de Antonio Sanz, [s.a.].
289558	Sevilla	Imprenta Real		Sevilla, Imprenta Real, [s.a.].
289560	Zaragoza	Herederos de Diego Dormer		Zaragoza, Herederos de Diego Dormer, [s.a.].
289561	Zaragoza	Herederos de Diego Dormer		Zaragoza, Herederos de Diego Dormer, [s. a.].
289562	Zaragoza	Herederos de Diego Dormer		Zaragoza, Herederos de Diego Dormer, [s.a.].
289563	Zaragoza	Herederos de Diego Dormer		Zaragoza, Herederos de Diego Dormer, [s.a.].
289669	Madrid			Madrid
289670	Madrid			Madrid
289671	Madrid			Madrid
289672	Madrid			Madrid
289673	Madrid			Madrid
289674	Madrid			Madrid
289675	Madrid			Madrid
289676	Madrid			Madrid
289677	Madrid			Madrid
289857	Madrid			Madrid
289863	Seuilla	en casa de Francisco Perez ...		Impresso en Seuilla, en casa de Francisco Perez ..., [s.a.]
289864	Madrid			Madrid
289865	Madrid			Madrid
289866	Madrid			Madrid
289867	Madrid			Madrid
289868	Madrid			Madrid
289870	Madrid			Madrid
289871	Madrid			Madrid
289872	Barcelona			Barcelona
289873	Barcelona			Barcelona
289874	Barcelona			Barcelona
289875	Barcelona			Barcelona
289876	Barcelona			Barcelona
289877	Madrid			Madrid
289878	Madrid			Madrid
289879	Madrid			Madrid
289880	Madrid			Madrid
289881	Madrid			Madrid
289882	Madrid			Madrid
289883	Murcia			Murcia
289884	Murcia			Murcia
289885	Valencia	Pascual Aguilar		Valencia, Pascual Aguilar, editor, [s.a.]
289963	s.l.	s.a		[S.n., s.l., s.a.].
289964	s.l.	s.a		[S.n., s.l., s.a.].
289965	s.l.	s.a		[S.n., s.l., s.a.].
289967	s.l.	s.a		[S.n., s.l., s.a.].
289968	s.l.	s.a		[S.n., s.l., s.a.].
289969	s.l.	s.a		[S.n., s.l., s.a.].
289970	s.l.	s.a		[S.n., s.l., s.a.].
289971	s.l.	s.a		[S.n., s.l., s.a.].
289972	s.l.	s.a		[S.n., s.l., s.a.].
289973	s.l.	s.a		[S.n., s.l., s.a.].
289974	s.l.	s.a		[S.n., s.l., s.a.].
289975	s.l.	s.a		[S.n., s.l., s.a.].
289976	s.l.	s.a		[S.n., s.l., s.a.].
289977	s.l.	s.a		[S.n., s.l., s.a.].
289978	s.l.	s.a		[S.n., s.l., s.a.].
289979	s.l.	s.a		[S.n., s.l., s.a.].
289980	s.l.	s.a		[S.n., s.l., s.a.].
289981	s.l.	s.a		[S.n., s.l., s.a.].
289982	s.l.	s.a		[S.n., s.l., s.a.].
289983	s.l.	s.a		[S.n., s.l., s.a.].
289984	s.l.	s.a		[S.n., s.l., s.a.].
289985	s.l.	s.a		[S.n., s.l., s.a.].
289986	s.l.	s.a		[S.n., s.l., s.a.].
289987	s.l.	s.a		[S.n., s.l., s.a.].
289989	s.l.	s.a		[S.n., s.l., s.a.].
289990	s.l.	s.a		[S.n., s.l., s.a.].
289991	s.l.	s.a		[S.n., s.l., s.a.].
289992	s.l.	s.a		[S.n., s.l., s.a.].
289993	s.l.	s.a		[S.n., s.l., s.a.].
289994	s.l.	s.a		[S.n., s.l., s.a.].
289995	s.l.	s.a		[S.n., s.l., s.a.].
289996	s.l.	s.a		[S.n., s.l., s.a.].
289997	s.l.	s.a		[S.n., s.l., s.a.].
289998	s.l.	s.a		[S.n., s.l., s.a.].
289999	s.l.	s.a		[S.n., s.l., s.a.]
290000	s.l.	s.a		[S.n., s.l., s.a.].
290001	s.l.	s.a		[S.n., s.l., s.a.].
290002	s.l.	s.a		[S.n., s.l., s.a.].
290003	s.l.	s.a		[S.n., s.l., s.a.].
290004	s.l.	s.a		[S.n., s.l., s.a.].
290005	s.l.	s.a		[S.n., s.l., s.a.].
290006	s.l.	s.a		[S.n., s.l., s.a.].
290007	s.l.	s.a		[S.n., s.l., s.a.]
290009	s.l.	s.a		[S.n., s.l., s.a.].
290012	s.l.	s.a		[S.n., s.l., s.a.].
290014	s.l.	s.a		[S.n., s.l., s.a.].
290015	s.l.	s.a		[S.n., s.l., s.a.].
290016	s.l.	s.a		[S.n., s.l., s.a.].
290017	s.l.	s.a		[S.n., s.l., s.a.].
290018	s.l.	s.a		[S.n., s.l., s.a.].
290019	s.l.	s.a		[S.n., s.l., s.a.].
290020	s.l.	s.a		[S.n., s.l., s.a.].
290021	s.l.	s.a		[S.n., s.l., s.a.].
290022	s.l.	s.a		[S.n., s.l., s.a.].
290023	s.l.	s.a		[S.n., s.l., s.a.].
290024	s.l.	s.a		[S.n., s.l., s.a.].
290025	s.l.	s.a		[s.l., s.n., s.a.].
290026	s.l.	s.a		[s.l., s.n., s.a.].
290027	s.l.	s.a		[s.l., s.n., s.a.].
290028	s.l.	s.a		[s.l., s.n., s.a.].
290029	s.l.	s.a		[s.l., s.n., s.a.].
290030	s.l.	s.a		[s.l., s.n., s.a.].
290031	s.l.	s.a		[s.l., s.n., s.a.].
290032	s.l.	s.a		[S.n., s.l., s.a.].
290033	s.l.	s.a		[s.l., s.n., s.a.].
290034	s.l.	s.a		[s.l., s.n., s.a.].
290035	s.l.	s.a		[s.l., s.n., s.a.].
290036	s.l.	s.a		[s.l., s.n., s.a.].
290037	s.l.	s.a		[s.l., s.n., s.a.].
290038	s.l.	s.a		[s.l., s.n., s.a.].
290039	s.l.	s.a		[s.l., s.n., s.a.].
290040	s.l.	s.a		[s.l., s.n., s.a.].
290041	s.l.	s.a		[s.l., s.n., s.a.].
290042	s.l.	s.a		[s.l., s.n., s.a.].
290043	s.l.	s.a		[s.l., s.n., s.a.].
290044	s.l.	s.a		[s.l., s.n., s.a.].
290045	s.l.	s.a		[s.l., s.n., s.a.].
290046	s.l.	s.a		[s.l., s.n., s.a.].
290047	s.l.	s.a		[s.l., s.n., s.a.].
290048	s.l.	s.a		[s.l., s.n., s.a.].
290049	s.l.	s.a		[s.l., s.n., s.a.].
290050	s.l.	s.a		[s.l., s.n., s.a.].
290051	s.l.	s.a		[s.l., s.n., s.a.].
290052	s.l.	s.a		[s.l., s.n., s.a.].
290053	s.l.	s.a		[s.l., s.n., s.a.].
290054	s.l.	s.a		[s.l., s.n., s.a.].
290055	s.l.	s.a		[s.l., s.n., s.a.].
290056	s.l.	s.a		[s.l., s.n., s.a.].
290057	s.l.	s.a		[s.l., s.n., s.a.].
290058	s.l.	s.a		[s.l., s.n., s.a.].
290059	s.l.	s.a		[s.l., s.n., s.a.].
290060	s.l.	s.a		[s.l., s.n., s.a.].
290061	s.l.	s.a		[s.l., s.n., s.a.].
290062	s.l.	s.a		[s.l., s.n., s.a.].
290063	s.l.	s.a		[s.l., s.n., s.a.].
290064	s.l.	s.a		[s.l., s.n., s.a.].
290065	s.l.	s.a		[s.l., s.n., s.a.].
290067	s.l.	s.a		[s.l., s.n., s.a.].
290068	s.l.	s.a		[s.l., s.n., s.a.].
290069	s.l.	s.a		[s.l., s.n., s.a.].
290070	s.l.	s.a		[s.l., s.n., s.a.].
290071	s.l.	s.a		[s.l., s.n., s.a.].
290072	s.l.	s.a		[s.l., s.n., s.a.].
290073	s.l.	s.a		[s.l., s.n., s.a.].
290074	s.l.	s.a		[s.l., s.n., s.a.].
290075	s.l.	s.a		[s.l., s.n., s.a.].
290076	s.l.	s.a		[s.l., s.n., s.a.].
290077	s.l.	s.a		[s.l., s.n., s.a.].
290078	s.l.	s.a		[S.n., s.l., s.a.].
290079	s.l.	s.a		[S.n., s.l., s.a.].
290081	s.l.	s.a		[S.n., s.l., s.a.].
290082	s.l.	s.a		[S.n., s.l., s.a.].
290083	s.l.	s.a		[S.n., s.l., s.a.].
290173	s.l.	s.a		[s.l., s.n., s.a.].
290174	s.l.	s.a		[s.l., s.n., s.a.].
290175	s.l.	s.a		[s.l., s.n., s.a.].
290176	s.l.	s.a		[s.l., s.n., s.a.].
290177	s.l.	s.a		[s.l., s.n., s.a.].
290178	s.l.	s.a		[s.l., s.n., s.a.].
290179	s.l.	s.a		[s.l., s.n., s.a.].
290180	s.l.	s.a		[s.l., s.n., s.a.].
290181	s.l.	s.a		[s.l., s.n., s.a.].
290182	s.l.	s.a		[s.l., s.n., s.a.].
290198	s.l.	s.a		[s.l., s.n., s.a.].
290201	s.l.	s.a		[s.l., s.n., s.a.].
290202	s.l.	s.a		[s.l., s.n., s.a.].
290203	s.l.	s.a		[s.l., s.n., s.a.].
290204	s.l.	s.a		[s.l., s.n., s.a.].
290205	s.l.	s.a		[s.l., s.n., s.a.].
290206	s.l.	s.a		[s.l., s.n., s.a.].
290207	s.l.	s.a		[s.l., s.n., s.a.].
290208	s.l.	s.a		[s.l., s.n., s.a.].
290209	s.l.	s.a		[s.l., s.n., s.a.].
290210	s.l.	s.a		[s.l., s.n., s.a.].
290211	s.l.	s.a		[s.l., s.n., s.a.].
290212	s.l.	s.a		[s.l., s.n., s.a.].
290213	s.l.	s.a		[s.l., s.n., s.a.].
290214	s.l.	s.a		[s.l., s.n., s.a.].
290215	s.l.	s.a		[s.l., s.n., s.a.].
290216	s.l.	s.a		[s.l., s.n., s.a.].
290217	s.l.	s.a		[s.l., s.n., s.a.].
290218	s.l.	s.a		[s.l., s.n., s.a.].
290219	s.l.	s.a		[s.l., s.n., s.a.].
290220	s.l.	s.a		[s.l., s.n., s.a.].
290221	s.l.	s.a		[s.l., s.n., s.a.].
290222	s.l.	s.a		[s.l., s.n., s.a.].
290243	Madrid	Librerías de Castillo		Madrid, Librerías de Castillo, [s.a.].
290245	Salamanca	en la Imprenta de la Santa Cruz		Salamanca, en la Imprenta de la Santa Cruz, [s.a.].
290246	s.l.	en la librería de la Viuda de Quiroga		[s.l.], en la librería de la Viuda de Quiroga, [s.a.].
290247	Madrid	Librerías de Castillo		Madrid, Librerías de Castillo, [s.a.].
290249	Barcelona	por Juan Centené		Barcelona, por Juan Centené, y Juan Serra, Impresores y Libreros, [s.a.].
290252	Sevilla	en Imprenta de Joseph Padrino		Sevilla, en Imprenta de Joseph Padrino, [s.a.].
290254	s.l.	en la Libreria de Quiroga		[s.l.], en la Libreria de Quiroga, [s.a.].
290258	Salamanca	Imprenta de la Santa Cruz		Salamanca, Imprenta de la Santa Cruz, [s.a.].
290270	Barcelona	Vendese : En casa Francisco Suriá		[Barcelona], Vendese : En casa Francisco Suriá, [s.a.].
290273	Barcelona	por Francisco Suria y Burgada ...		Barcelona, por Francisco Suria y Burgada ..., a costas de la Compañía, [s.a.].
290276	Salamanca	en la Imprenta de la Santa Cruz		Salamanca, en la Imprenta de la Santa Cruz, [s.a.].
290282	Barcelona	por Francisco Suria y Burgada ...		Barcelona, por Francisco Suria y Burgada ..., a costas de la Compañía, [s.a.].
290283	s.l.	s.a		[s.l., s.n., s.a.].
290287	Tegucigalpa Honduras			Tegucigalpa (Honduras)
290374	s.l.	s.a		[s.l., s.n., s.a.].
290375	s.l.	s.a		[s.l., s.n., s.a.].
290376	s.l.	s.a		[s.l., s.n., s.a.].
290377	s.l.	s.a		[s.l., s.n., s.a.].
290378	s.l.	s.a		[s.l., s.n., s.a.].
290379	s.l.	s.a		[s.l., s.n., s.a.].
290380	s.l.	s.a		[s.l., s.n., s.a.].
290381	s.l.	s.a		[s.l., s.n., s.a.].
290382	s.l.	s.a		[s.l., s.n., s.a.].
290383	s.l.	s.a		[s.l., s.n., s.a.].
290384	s.l.	s.a		[s.l., s.n., s.a.].
290385	s.l.	s.a		[s.l., s.n., s.a.].
290386	s.l.	s.a		[s.l., s.n., s.a.].
290387	s.l.	s.a		[s.l., s.n., s.a.].
290388	s.l.	s.a		[s.l., s.n., s.a.].
290389	s.l.	s.a		[s.l., s.n., s.a.].
290390	s.l.	s.a		[s.l., s.n., s.a.].
290393	s.l.	s.a		[s.l., s.n., s.a.].
290394	s.l.	s.a		[s.l., s.n., s.a.].
290395	s.l.	s.a		[s.l., s.n., s.a.].
290396	s.l.	s.a		[s.l., s.n., s.a.].
290397	s.l.	s.a		[s.l., s.n., s.a.].
290398	s.l.	s.a		[s.l., s.n., s.a.].
290399	s.l.	s.a		[s.l., s.n., s.a.].
290400	s.l.	s.a		[s.l., s.n., s.a.].
290401	s.l.	s.a		[s.l., s.n., s.a.].
290402	s.l.	s.a		[s.l., s.n., s.a.].
290403	s.l.	s.a		[s.l., s.n., s.a.].
290404	s.l.	s.a		[s.l., s.n., s.a.].
290405	s.l.	s.a		[s.l., s.n., s.a.].
290406	s.l.	s.a		[s.l., s.n., s.a.].
290407	s.l.	s.a		[s.l., s.n., s.a.].
290408	s.l.	s.a		[s.l., s.n., s.a.].
290409	s.l.	s.a		[s.l., s.n., s.a.].
290410	s.l.	s.a		[s.l., s.n., s.a.].
290411	s.l.	s.a		[s.l., s.n., s.a.].
290412	s.l.	s.a		[s.l., s.n., s.a.].
290413	s.l.	s.a		[s.l., s.n., s.a.].
290414	s.l.	s.a		[s.l., s.n., s.a.].
290415	s.l.	s.a		[s.l., s.n., s.a.].
290416	s.l.	s.a		[s.l., s.n., s.a.].
290417	s.l.	s.a		[s.l., s.n., s.a.].
290418	s.l.	s.a		[s.l., s.n., s.a.].
290419	s.l.	s.a		[s.l., s.n., s.a.].
290420	s.l.	s.a		[s.l., s.n., s.a.].
290421	s.l.	s.a		[s.l., s.n., s.a.].
290422	s.l.	s.a		[s.l., s.n., s.a.].
290423	s.l.	s.a		[s.l., s.n., s.a.].
290424	s.l.	s.a		[s.l., s.n., s.a.].
290425	s.l.	s.a		[s.l., s.n., s.a.].
290426	s.l.	s.a		[s.l., s.n., s.a.].
290430	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290432	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290433	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290434	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290435	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290436	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290437	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290438	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290439	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290440	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290441	Granada	por Juan Vazquez Piedrola		Granada, por Juan Vazquez Piedrola, [s.a.].
290444	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290445	Granada	Juan Vazquez Pedrola		Granada, Juan Vazquez Pedrola, [s.a.].
290446	Sevilla	por Francisco de Leefdael		Sevilla, por Francisco de Leefdael, [s.a.].
290447	Sevilla	en la Imprenta Real		Sevilla, en la Imprenta Real, [s.a.].
290642	Bogotá	Editorial de Cromos		Bogotá, Editorial de Cromos, [s.a.]
290677	Tegucigalpa	Universidad Nacional Autónoma de Honduras		[Tegucigalpa], [Universidad Nacional Autónoma de Honduras], [196?]
290686	Tegucigalpa	Universidad Nacional Autónoma de Honduras		Tegucigalpa, [Universidad Nacional Autónoma de Honduras], [196?]
290695	Tegucigalpa	Honduras		Tegucigalpa, Honduras, Secretaría de Cultura, Artes y Deportes, [s.a.]
290917	Tegucigalpa Honduras	Secretaría de Cultura		Tegucigalpa (Honduras), Secretaría de Cultura, Artes y Deportes, [s.a.]
291078	Guatemala			Guatemala
291082	s.l.	s.a		[s.l., s.n., s.a]
291086	s.l.	s.a		[s.l., s.n., s.a]
291092	Tegucigalpa	Tip. y Enc. del Comercio		Tegucigalpa, Tip. y Enc. del Comercio, [s.a.]
291099	Honduras	Centro Cultural de España en Tegucigalpa		[Honduras], Centro Cultural de España en Tegucigalpa, Agencia Española de Cooperación Internacional para el Desarrollo, [s.a.]
291100	Honduras	Centro Cultural de España en Tegucigalpa		[Honduras], Centro Cultural de España en Tegucigalpa, Agencia Española de Cooperación Internacional para el Desarrollo[s.a.]
291105	Honduras	Centro Cultural de España en Tegucigalpa		[Honduras], Centro Cultural de España en Tegucigalpa, Agencia Española de Cooperación Internacional para el Desarrollo, [s.a.]
291114	Honduras	Centro Cultural de España en Tegucigalpa		[Honduras], Centro Cultural de España en Tegucigalpa, Agencia Española de Cooperación Internacional para el Desarrollo, [s.a.]
291124	Tegucigalpa	D.C. Honduras		Tegucigalpa, D.C. (Honduras), Embajada de España, [s.a.]
291131	S.l.	Oficina de Educación Iberoamericana		[S.l.], Oficina de Educación Iberoamericana, Instituto de Cultura Hispánica, [s.a.]
291138	Tegucigalpa Honduras	Tipo-Litografía y Fotograbado Nacionales		Tegucigalpa (Honduras), Tipo-Litografía y Fotograbado Nacionales
291163	Tegucigalpa	Imp. Calderón		Tegucigalpa, Imp. Calderón, [s.a.]
291180	S.l.	Archivo Nacional de Honduras		[S.l.], Archivo Nacional de Honduras, [s.a.]
291187	Tegucigalpa Honduras	Tipografía Nacional		Tegucigalpa (Honduras), Tipografía Nacional
291590	Sevilla	por Manuèl Nicolàs Vazquez ...		Sevilla, por Manuèl Nicolàs Vazquez ..., donde se hallarà, [s.a.] .
291592	Sevilla	en la Imprenta de Joseph Padrino ... s.a		Sevilla, en la Imprenta de Joseph Padrino ... [s.a.].
291594	Sevilla	en la Imprenta Real ...		Sevilla, en la Imprenta Real ..., [s.a.].
291595	Sevilla	por Francisco de Leefdael ...		Sevilla, por Francisco de Leefdael ..., [s.a.].
291596	Sevilla	en la Imprenta de Manuel Nicolàs Vazquez ...		Sevilla, en la Imprenta de Manuel Nicolàs Vazquez ..., [s.a.].
291786	s.l.	s.a		[s.l., s.n., s.a.].
291787	s.l.	s.a		[s.l., s.n., s.a.].
291788	s.l.	s.a		[s.l., s.n., s.a.].
291789	s.l.	s.a		[s.l., s.n., s.a.].
291790	s.l.	s.a		[s.l., s.n., s.a.].
291999	S.l.	s.a		[S.l., s.n., s.a.].
292000	Imp. de J. Marcili	s.a		[S.n.], Imp. de J. Marcili, [s.a.] .
292021	Barcelona	en la oficina de Francisco Piferrer ...		Barcelona, en la oficina de Francisco Piferrer ..., [s.a.]
292566	S.l	s.a		[S.l, s.n., s.a.]
292603	  			[190-?]-8
292604	   			[190-?-2-2]
293262	Gijón			Gijón
342784	administración y redacción	Altos. México		
342786	Tacuba 	Altos. México D.F		
342789	Tacuba	15 Altos		
342997	Calle Santa Teresa	2. Puente de Vallecas. Madrid		
560275	Madrid			
560276	Madrid			
560277	Madrid			
560278	Alicante			
560279	Alicante			
560280	Elche			
560281	Elche			
560282	Madrid			
560283	Madrid			
560284	Madrid			
560285	Madrid			
560290	Madrid			
560291	Madrid			
560292	Madrid			
560293	Madrid			
560294	Madrid			
560295	Alicante			
560296	Alicante			
560297	Madrid			
560304	Madrid			
560305	Alicante			
560306	Alicante			
560307	Alicante			
560308	Madrid			
560309	Madrid			
560310	Madrid			
560311	Madrid			
560312	Madrid			
560313	Madrid			
560320	Madrid			
560321	Madrid			
560322	Alicante			
560323	Madrid			
560324	Madrid			
560325	Alicante			
560326	Elche			
560327	Madrid			
560328	Madrid			
560329	Madrid			
560338	Madrid			
560339	Madrid			
560340	Madrid			
560341	Alicante			
560342	Madrid			
560343	Elche			
560344	Madrid			
560345	Madrid			
560346	Alicante			
560347	Madrid			
560348	Elche			
560358	Elche			
560359	Madrid			
560360	Elche			
560361	Madrid			
560362	Elche			
560363	Madrid			
560364	Madrid			
560365	Elche			
560366	Madrid			
560367	Berlín			
560368	Casablanca			
560369	Madrid			
560379	Madrid			
560380	Madrid			
560381	Madrid			
560382	Madrid			
560383	Madrid			
560384	Madrid			
560385	Madrid			
560386	Madrid			
560387	Madrid			
560388	Madrid			
560389	Madrid			
560390	Barcelona			
560391	Barcelona			
560399	Barcelona			
560400	Barcelona			
560401	Barcelona			
560402	Barcelona			
560403	Barcelona			
560404	Barcelona			
560408	Madrid			
560409	Madrid			
560410	Madrid			
560419	Burgos			
560420	Burgos			
560421	Madrid			
560422	Madrid			
560423	Madrid			
560424	Madrid			
560425	Cádiz			
560426	Madrid			
560433	Madrid			
560434	Madrid			
560435	Madrid			
560436	Cádiz			
560437	Toledo			
560438	Madrid			
560439	Madrid			
560440	Madrid			
560441	Madrid			
560442	Madrid			
560451	Madrid			
560452	Madrid			
560455	Madrid			
560456	Madrid			
560457	Elche			
560458	Elche			
560459	Elche			
560460	Madrid			
560461	Madrid			
560462	Elche			
560470	Madrid			
560471	Madrid			
560472	Elche			
560473	Madrid			
560474	Elche			
560475	Madrid			
560476	Elche			
560479	Madrid			
560480	Madrid			
560483	Madrid			
560484	Madrid			
560485	Denia			
560486	Madrid			
560487	Denia			
560489	Madrid			
560490	Crevillente			
560491	Crevillente			
560502	Madrid			
560503	Elche			
560504	Madrid			
560505	Madrid			
560506	Alicante			
560507	Madrid			
560508	Madrid			
560509	Madrid			
560510	Madrid			
560511	Madrid			
560512	Madrid			
560513	Madrid			
560514	Madrid			
560515	Madrid			
560516	Madrid			
560517	Almería			
560518	Almería			
560519	Almería			
560520	Madrid			
560521	Madrid			
560522	Madrid			
560523	Madrid			
560524	Madrid			
560525	Madrid			
560526	Madrid			
560527	Madrid			
560528	Madrid			
560529	Madrid			
560530	Madrid			
560531	Madrid			
560532	Burgos			
560533	Madrid			
560534	Madrid			
560535	Madrid			
560536	Madrid			
560537	Madrid			
560538	Coruña	La		
560539	Coruña	La		
560540	Coruña	La		
560541	Madrid			
560542	Coruña	La		
560543	Madrid			
560544	Madrid			
560545	Madrid			
560546	Madrid			
560547	Madrid			
560548	Madrid			
560549	Madrid			
560550	Altea			
560551	Madrid			
560552	Elche			
560553	Madrid			
560554	Elche			
560555	Elche			
560556	Elche			
560557	Elche			
560558	Elche			
560559	Elche			
560560	Elche			
560561	Madrid			
560562	Orihuela			
560563	Orihuela			
560564	Orihuela			
560565	Orihuela			
560566	Orihuela			
560567	Orihuela			
560568	Madrid			
560569	Madrid			
560570	Madrid			
560571	Cartagena			
560572	Madrid			
560573	Madrid			
560574	Laguna	La Santa Cruz de Tenerife		
560576	Madrid			
560577	Madrid			
560578	Madrid			
560579	Madrid			
560580	Madrid			
560581	Madrid			
560582	Madrid			
560583	Madrid			
560584	Madrid			
560585	Madrid			
560586	Madrid			
560587	Alicante			
560588	Madrid			
560589	Madrid			
560590	Elche			
560591	Madrid			
560592	Madrid			
560593	Albacete			
560594	Albacete			
560595	Albacete			
560596	Madrid			
560597	Madrid			
560598	Madrid			
560599	Madrid			
560600	Madrid			
560601	Madrid			
560602	Madrid			
560603	Madrid			
560604	Madrid			
560605	Madrid			
560606	Madrid			
560607	Madrid			
560608	Madrid			
560609	Madrid			
560610	Madrid			
560611	Madrid			
560612	Hellín			
560613	Hellín			
560614	Madrid			
560615	Albacete			
560616	Albacete			
560617	Albacete			
560620	Madrid			
560621	Madrid			
560622	Madrid			
560623	Hellín			
560624	Madrid			
560626	Madrid			
560628	Madrid			
560629	Madrid			
560630	Albacete			
560631	Madrid			
560632	Madrid			
560633	Madrid			
560634	Albacete			
560635	Albacete			
560636	Madrid			
560637	Albacete			
560638	Madrid			
560639	Madrid			
560640	Madrid			
560641	Almansa			
560642	Madrid			
560643	Madrid			
560644	Madrid			
560645	Madrid			
560647	Madrid			
560648	Madrid			
560649	Madrid			
560650	Madrid			
560651	Madrid			
560652	Madrid			
560653	Madrid			
560654	Madrid			
560655	Madrid			
560656	Madrid			
560657	Madrid			
560658	Madrid			
560659	Madrid			
560660	Madrid			
560661	Madrid			
560662	Madrid			
560663	Madrid			
560664	Madrid			
560665	Madrid			
560666	Madrid			
560667	Madrid			
560668	Madrid			
560669	Madrid			
560670	Madrid			
560671	Madrid			
560672	Madrid			
560673	Madrid			
560674	Madrid			
560675	Madrid			
560676	Madrid			
560677	Madrid			
560678	Madrid			
560679	Madrid			
560680	Madrid			
560681	Madrid			
560682	Madrid			
560683	Madrid			
560684	Madrid			
560685	Madrid			
560686	Madrid			
560687	Madrid			
560688	Madrid			
560689	Madrid			
560690	Madrid			
560691	Madrid			
560692	Madrid			
560693	Madrid			
560694	Madrid			
560695	Madrid			
560696	Madrid			
560697	Madrid			
560698	Madrid			
560699	Madrid			
560700	Madrid			
560701	Madrid			
560702	Madrid			
560703	Madrid			
560704	Madrid			
560705	Madrid			
560706	Madrid			
560707	Madrid			
560708	Madrid			
560709	Madrid			
560710	Madrid			
560711	Madrid			
560712	Madrid			
560713	Madrid			
560714	Madrid			
560715	Madrid			
560716	Madrid			
560717	Madrid			
560718	Madrid			
560719	Madrid			
560720	Madrid			
560721	Madrid			
560722	Madrid			
560723	Madrid			
560724	Madrid			
560725	Madrid			
560726	Madrid			
560727	Madrid			
560728	Madrid			
560729	Madrid			
560730	Madrid			
560731	Madrid			
560732	Madrid			
560733	Madrid			
560734	Madrid			
560735	Madrid			
560736	Madrid			
560737	Madrid			
560738	Madrid			
560739	Madrid			
560740	Madrid			
560741	Madrid			
560742	Madrid			
560743	Madrid			
560744	Madrid			
560745	Madrid			
560746	Madrid			
560747	Madrid			
560748	Madrid			
560749	Madrid			
560750	Madrid			
560752	Madrid			
560753	Madrid			
560754	Madrid			
560755	Madrid			
560756	Madrid			
560757	Madrid			
560758	Larache			
560759	Madrid			
560760	Madrid			
560761	Tetuán			
560762	Madrid			
560763	Madrid			
560764	Madrid			
560767	Madrid			
560771	Almería			
560772	Almería			
560773	Madrid			
560774	Torrox			
560775	Almería			
560776	Madrid			
560777	Madrid			
560778	Madrid			
