idManifestacion	place	entity	date	lugarPublicacionOriginal
630537	Borde	Philippe ; Arnaud	1658	
630540	Borde	Pierre	1669	
630543	Borde	Philippe ; Arnaud	1658	
630546	Borde	Philippe ; Borde	1663	
630549	Borde	Philippe ; Arnaud	1660	
630552	Gamonet	Philippe	1669	
630555	Vleminckx	Hendrick ; Flon	1769	
630558	Borde	Philippe ; Arnaud	1665	
630561	L'Angelier	Abel ; Drouart	1601	
630564	Giunta	Lucantonio	1588	
630567	Libraires associés Lovaina	Bélgica	1767	
630570	Compagnie des libraires Lyon	Francia	1584	
630573	Mariette	Pierre-Jean	1748	
630576	Compagnie des libraires Lyon	Francia	1584	
630579	Arnaud	Laurent ; Barbier	1665	
630582	Deville	Jean ; Deville	1738	
630585	Deville	Jean ; Deville	1738	
630588	Nivelle	Sébastien	1579	
630591	Borde	Philippe ; Arnaud	1661	
630594	Thurneysen	Johann Rudolf	1746	
630597	Birckmann	Arnold	1561	
630600	Baglioni	Paolo	1709	
630603	Cardon	Horace	1613	
630606	Didot	François	1757	
630609	Nivelle	Sébastien	1584	
630612	Giunta	Lucantonio	1600	
630615	Bindi	Francesco	1712	
630621	Imprenta Real de la Gaceta Madrid	España ; Compañía de Impresores y Libreros del Reino Madrid	1777	
630624	Baglioni	Paolo	1712	
630627	Blado	Antonio	1570	
630630	Durand	Laurent	1637	
630633	Billaine	Jean	1646	
630636	Du Bray	Toussaint	1636	
630639	L'Angelier	Abel ; Drouart	1601	
630642	Aubry	Johann	1614	
630645	Du Pré	Galliot	1557	
630648	García de Honorato y San Miguel	Francisco	1721	
630651	Cardon	Horace ; Cardoso Valdés	1612	
630654	Cramoisy	Sébastien	1629	
630657	L'Angelier	Abel ; Drouart	1601	
630660	Bensogne	Jean-Baptiste	1730	
630663	Vincent	Simon ; Marion	1521	
630666	Du Pré	Galliot	1545	
630669	Mérigot	François-Gabriel ; Mérigot	1754	
630672	Baglioni Venecia	Italia	1764	
630675	La Haye	Jean André de ; Schwerthen	1726	
630678	Cramoisy	Sébastien	1631	
630681	Putelletto	Antonio	1541	
630684	Brusola	Francisco	1813	
630687	Sánchez	Eliseo	1768	
630690	Pillehotte	Jean	1604	
630693	Sánchez	Eliseo	1768	
630696	Ibarra	Manuel ; Imprenta de la Universidad de Cervera Cervera	1739	
630699	Ibarra	Joaquín	1775	
630702	Hertzroy	Johann	1626	
630705	Marín	Pedro	1786	
630708	Comino	Baldassare	1789	
630711	Imprenta Real de la Gaceta Madrid	España ; Compañía de Impresores y Libreros del Reino Madrid	1781	
630714	Kinckius	Johann	1634	
630717	Mayer	Sebald	1571	
630720	Ramírez	Antonia	1630	
630723	Sánchez	Luis	1594	
630726	Kinckius	Johann	1621	
630729	Coattino	Francesco ; Donangeli	1586	
630732	Martínez	Francisco	1634	
630735	Fritsch	Caspar ; Janssonius van Waesberge	1735	
630738	Tournay	Jean	1630	
630741	Barco López	Plácido	1784	
630744	Martí	María Ángela	1765	
630747	Alonso Padilla	Pedro José	1739	
630750	Petit	Jean	1513	
630753	Ruiz de Valdivielso	Antonio	1655	
630756	Froben	Hieronymus ; Episcopius	1532	
630759	Froben	Johann	1520	
630762	Schöffer	Johann	1520	
630765	Alvares	João ; Barreira	1549	
630768	Tinassi	Nicolo Angelo	1690	
630771	Landry	Claude	1621	
630774	García Infanzón	Juan	1727	
630777	Arkstee	Hans Kasper ; Merkus	1744	
630780	La Haye	Jean André de ; Schwerthen	1726	
630783	Correia	Francisco	1571	
630786	Drouart	Jérôme	1622	
630789	Correia	Francisco ; Ribeiro	1572	
630792	Neaulme	Jean	1727	
630798	La Haye	Jean André de ; Grafs	1717	
630801	Barreira	João de	1558	
630804	Gosse	Henri Albert	1742	
630810	García Fernández	Francisco	1683	
630813	Zatta	Antonio	1759	
630816	Fulgoni	Antonio	1753	
630819	Wolff	Joseph	1768	
630822	Martin	Gabriel	1728	
630825	De Rossi	Antonio	1736	
630828	Fuentenebro	Alejandro	1825	
630831	Billaine	Louis ; Martin	1660	
630834	Wolff	Joseph	1758	
630837	Manfré	Giovanni ; Tipografia del Seminario Padua	1723	
630840	Chevalier	Pierre	1621	
630843	Imprimerie Royale París	Francia	1644	
630846	Madrigal	Pedro	1593	
630849	Landry	Claude ; Prost	1624	
630852	Baglioni Venecia	Italia	1752	
630855	Rigaud	Claude	1714	
630858	Gymnich	Johann	1618	
630861	De Franceschi	Francesco	1595	
630864	Sare	Richard ; Oxford University Press Oxford	1703	
630867	Pralard	André	1700	
630870	Costa	Domenico	1693	
630873	Barbiellini	Giovanni Lorenzo	1751	
630876	Wechel	Chrétien	1539	
630879	Ayala y Silveira	Alonso de ; Compagnie des libraires Lyon	1584	
630882	Fernández de Córdoba	Diego	1586	
630885	Frellon	François ; Frellon	1540	
630888	Cánova	Juan de	1564	
630891	Mey	Juan Felipe	1582	
630894	Manuzio	Aldo	1529	
630897	Cratander	Andreas	1526	
630900	Borstius	Gerardus ; Halma	1701	
630903	Accolti	Giulio	1569	
630906	Ayala y Silveira	Alonso de ; Compagnie des libraires Lyon	1584	
630909	Compagnie des libraires Lyon	Francia	1584	
630912	Portonariis	Andrea de	1556	
630915	Bogard	Jacques	1545	
630918	Ramírez	Antonia	1625	
630921	Al segno della Speranza Venecia	Italia	1552	
630924	Portonariis	Andrea de	1549	
630927	Brocar	Arnao Guillén de	1512	
630933	König	Ludwig	1620	
630936	Kinckius	Johann	1629	
630939	Marín	Pedro ; Mayoral	1771	
630942	Piotto	Pietro	1788	
630945	Paolini	Stefano	1536	
630948	Deckart	Christian	1761	
630951	Evrard	Guillaume	1779	
630954	Kinckius	Johann ; Ruelant	1620	
630957	Casas y Martínez	Félix de	1785	
630963	Dupleix	Jean ; Laporte	1772	
630966	Cramoisy	Sébastien	1631	
630969	Cellius	Johann Alexander	1609	
630972	Cellius	Johann Alexander	1607	
630975	Gryphius	Sébastien	1544	
630978	Bellerus	Petrus	1583	
630981	Evrard	Guillaume	1766	
630984	Palthenius	Zacharias ; Wechel	1594	
630987	Marín	Antonio ; Oratorio del Salvador del Mundo Madrid	1736	
630990	Angulo	Andrés de ; Robles	1566	
630993	Ouwerx	Christian	1619	
630996	Anvers	Lourenço de	1642	
630999	Amarita	León	1826	
631002	Mylius	Arnold	1595	
631005	López de Haro	Diego	1724	
631008	Barreira	João de	1568	
631011	Meurs	Jacob van	1655	
631014	Santander	Tomás de	1779	
631017	Remondini	Giuseppe	1787	
631020	Anvers	Lourenço de ; Queirós	1642	
631023	Barreira	João de	1568	
631026	Desessartz	Jean ; Mendes Dacosta	1740	
631029	Meurs	Jacob van	1659	
631032	Demen	Hermann	1690	
631035	Álvares	António ; Queirós	1642	
631038	Oxford University Press Oxford	Gran Bretaña	1776	
631041	Roycroft	Thomas	1655	
631044	Portonariis	Gaspar de ; Rouillé	1584	
631047	Gryphius	Sébastien	1550	
631050	Plantin	Christophe	1583	
631053	Plantin	Christophe	1569	
631056	Rodrigues	Jorge ; Queirós	1641	
631059	Rodrigues	Jorge ; Queirós	1641	
631062	Pralard	André	1701	
631065	Evrard	Guillaume	1764	
631068	Didot	François	1751	
631071	Rodrigues	Jorge ; Queirós	1641	
631074	Commelinus	Hieronymus	1599	
631077	Fouet	Robert ; Buon	1618	
631080	Sonnius	Claude ; Buon	1628	
631083	Pralard	André ; Lambin	1690	
631086	Vitré	Antoine	1629	
631089	Cano	Benito	1794	
631092	Fouet	Robert ; Buon	1618	
631095	De Occhi	Simone	1770	
631098	Rouillé	Guillaume	1563	
631101	Pralard	André ; Lambin	1711	
631104	Brocar	Arnao Guillén de	1514	
631107	Remondini	Giuseppe	1783	
631116	Beyer	Joachim ; Orphanotropheum Halle	1767	
631119	Pralard	André	1697	
631122	Pralard	André	1699	
631125	Sens	Noël-Étienne	1788	
631128	Società dell'Aquila che si rinnova Venecia	Italia	1587	
631131	Pralard	André	1699	
631134	Guillard	Charlotte ; Bogard	1543	
631137	Pralard	André	1699	
631140	Manfre	Giovanni ; Tipografia del Seminario Padua	1774	
631143	Porras	Juan de	1500	
631146	Pisani	Francesco	1596	
631149	Mylius	Arnold	1592	
631152	Gryphius	Sébastien	1530	
631155	Pillehotte	Jean	1612	
631158	Egmondt	Balthasar	1666	
631161	Eguía	Miguel de	1525	
631164	Baseggio	Lorenzo	1749	
631167	Pralard	André	1701	
631170	Rouillé	Guillaume	1546	
631173	Athias	Joseph ben Abraham	1667	
631176	Archdeacon	John ; White	1794	
631179	König	Ludwig	1618	
631182	Pralard	André	1701	
631185	Cano	Benito	1795	
631188	Vitré	Antoine	1651	
631191	Pralard	André	1701	
631194	Porras	Juan de	1498	
631197	Eguía	Miguel de	1525	
631200	Villanueva	Juan de	1570	
631203	Bohn	Johann Karl ; Felginer	1722	
631206	Monfort	Benito ; Imprenta Real Madrid	1819	
631209	Froben	Hieronymus ; Episcopius	1548	
631212	Tonson	Jacob ; Watts	1714	
631215	Dormer	Diego	1683	
631218	Pralard	André	1701	
631221	Rescius	Rutgerus ; Gravius	1531	
631224	Mey	Juan	1566	
631227	Rescius	Rutgerus ; Gravius	1531	
631230	Rescius	Rutgerus ; Gravius	1531	
631233	Pitteri	Francesco ; Zerletti Venecia	1781	
631236	Rescius	Rutgerus ; Gravius	1534	
631239	Cholinus	Maternus	1572	
631242	Eguía	Miguel de	1525	
631245	Portonariis	Andrea de	1566	
631248	Da Ponte	Pacifico	1584	
631251	Junta	Felipe	1566	
631254	Pralard	André ; Lambin	1708	
631257	Carteron	Jean	1671	
631260	Clein	Jean	1529	
631263	Oporinus	Johann	1546	
631266	Estienne	Robert	1544	
631269	Torre	Diego de la	1602	
631272	Al segno della Speranza Venecia	Italia	1553	
631275	Harsy	Denis de ; Vincent	1543	
631278	Birckmann	Arnold	1549	
631281	Walder	Johann	1536	
631284	Pralard	André ; Lambin	1714	
631287	Estienne	Robert	1546	
631290	Porras	Juan de	1498	
631293	Le Jeune	Martin	1551	
631296	Giunta	Jacques	1564	
631299	Porras	Juan de	1510	
631302	Cánova	Juan de	1566	
631305	Gryphius	Sébastien	1549	
631308	Estienne	Robert	1649	
631311	Krellius	Joannes	1712	
631314	Pralard	André	1704	
631317	Vincent	Jacques	1733	
631320	Guérin	Louis ; Boudot	1713	
631323	Porras	Juan de	1497	
631326	Anisson	Jean ; Anisson	1676	
631329	Plantin	Christophe	1582	
631332	Salvioni	Giovanni Maria ; Stamperia Apostolica Vaticana Vaticano	1732	
631335	Le Jeune	Martin	1555	
631338	Foucault	Eustache	1607	
631341	Wetstein	Gerard ; Wetstein	1724	
631344	Porras	Juan de	1496	
631347	Pralard	André ; Lambin	1711	
631350	Plantin	Christophe	1587	
631353	Le Jeune	Martin	1555	
631356	Pralard	André ; Lambin	1718	
631359	Coignard	Jean-Baptiste	1768	
631362	Plantin	Christophe	1566	
631365	Guérin	Louis ; Robustel	1718	
631368	Scionico	Antonio	1707	
631371	Delespine	Jean-Baptiste-Alexandre	1712	
631374	Ramanzini	Dionisio	1736	
631377	Pralard	André ; Quillau	1736	
631380	De Rossi	Antonio ; Rossi	1749	
631383	Steelsius	Johannes	1572	
631386	La Porte	Hugues de ; La Porte	1542	
631389	Padovani	Antonio	1589	
631392	Tipografia Medicea Orientale Roma	Italia	1592	
631395	Bresciano	Andrea	1572	
631398	Albrizzi	Giovanni Battista	1737	
631401	Vincent	Jacques	1720	
631404	Compagnia Minima Venecia	Italia	1599	
631407	Kinckius	Johann	1621	
631410	Sonnius	Michel	1611	
631413	Manuzio	Paolo	1562	
631416	Compagnia Minima Venecia	Italia	1601	
631419	Kinckius	Johann	1624	
631422	Crith	Johann ; Lipp	1607	
631425	Kinckius	Johann Anton	1653	
631428	Kinckius	Johann Anton	1649	
631431	Hutz	Leonardo ; Sanz	1496	
631434	Bogard	Jean	1577	
631437	Stigliola	Felice	1599	
631440	Horthemels	Daniel ; Bouillerot	1691	
631443	Manuzio	Paolo	1562	
631449	Hutz	Leonardo ; Sanz	1496	
631452	Sánchez	Francisco	1587	
631455	Mascardi	Giacomo	1569	
631458	Gemperlin	Abraham	1593	
631461	Martín	Lucas	1693	
631464	Rieger	Matthäus	1783	
631467	Biel de Basilea	Fadrique	1515	
631470	Valgrisi	Vincenzo	1543	
631473	Mey	Juan Felipe	1610	
631476	Barbie	Pietro	1792	
631482	Sanz	Antonio	1733	
631485	Pralard	André	1703	
631488	Du Puis	Jacques	1558	
631491	Torre	Diego de la	1603	
631494	Bartoli	Pietro	1602	
631497	Crespin	Jean	1528	
631500	Fernández de Arrojo	Domingo	1760	
631503	Pralard	André	1711	
631506	Zanetti	Francesco ; Ruffinelli	1587	
631509	Comino	Baldassare	1793	
631512	Plantin	Christophe	1574	
631515	Bastien	Jean-François	1788	
631518	Agasse	Henri ; Henrichs París	1802	
631521	Heyns	Feddrick ; Jansz	1615	
631524	Rembolt	Berthold ; Waterloes	1512	
631527	Plantin	Christophe	1566	
631530	Stamperia Reale Turín	Italia	1742	
631533	Dugour	Antoine Jeudy ; Brosson París	1798	
631536	Renaut	Juan ; Renaut	1596	
631539	Petit	Jean	1520	
631542	Porras	Juan de	1517	
631545	Stoer	Jacob	1591	
631548	Moretti	Niccolò	1586	
631551	Badius	Jodocus	1520	
631554	Renaut	Juan ; Renaut	1597	
631557	Ferrari	Antonio	1580	
631560	Aguado	Eusebio	1825	
631563	Renaut	Andrés	1596	
631566	Heyns	Feddrick	1615	
631569	Amberes	Adrián de	1566	
631572	Cuesta	Juan de la	1589	
631575	Rueda	Juan de ; López	1618	
631578	Imprenta Real Madrid	España	1640	
631581	Vincent	Antoine ; Dubois	1556	
631584	Plantin	Christophe	1582	
631587	Ibarra	Joaquín	1784	
631590	Ziletti	Giordano	1564	
631593	Blado	Antonio	1520	
631596	Plantin	Christophe	1581	
631599	Vincent	Antoine ; Barbier	1563	
631602	Álvares	António	1609	
631605	Rodríguez Gamarra	Alonso	1616	
631608	Brocar	Juan de	1560	
631611	Du Puis	Jacques	1581	
631614	Cuesta	Juan de la	1589	
631617	Muguet	François	1681	
631620	Moretus	Balthasar	1622	
631626	Gaultherot	Vivant	1546	
631629	Buffet	Nicolas ; Girault	1542	
631632	Elzevier	Isaac	1619	
631635	Rodríguez	Alonso	1603	
631638	Arrivabene	Andrea	1562	
631641	Basse	Nikolaus	1588	
631644	Altaraque	Juan de	1587	
631647	Gómez	Alonso	1585	
631650	Frémy	Claude	1564	
631653	Anisson	Laurent	1646	
631656	Accolti	Giulio	1571	
631659	Wechel	Chrétien	1531	
631662	Zanetti	Cristoforo	1572	
631665	Cuchet	Gaspard-Joseph ; Sánchez Maestro ; Velasco	1785	
631668	Menier	Maurice ; Petit	1554	
631671	Torrentino	Lorenzo	1549	
631674	Eguía	Miguel de	1525	
631677	Eguía	Miguel de	1525	
631680	Ziletti	Giordano	1563	
631683	Menier	Maurice ; Petit	1554	
631686	Petit	Oudin	1555	
631689	Du Puis	Mathurin ; David	1547	
631692	Chaudière	Guillaume	1564	
631695	Menier	Maurice ; Petit	1554	
631698	Guillard	Charlotte ; Roigny	1540	
631701	Chaudière	Guillaume	1564	
631704	Chaudière	Guillaume	1564	
631707	Tongheren	Willem van	1631	
631710	Muschio	Andrea	1588	
631713	Chesneau	Nicolas	1564	
631716	Stahel	Johann Jakob ; Kohles	1763	
631719	Nicolini da Sabbio	Giovanni Antonio ; Nicolini da Sabbio	1542	
631722	Chaudière	Guillaume	1580	
631725	Richwin	Werner	1564	
631728	Hillen	Michael	1530	
631731	Rossi	Francesco	1561	
631734	Ganaraeus	Ludovicus	1583	
631737	Michon	Jean	1635	
631740	Sassenus	Servatius	1548	
631743	Turnèbe	Adrien	1552	
631746	Stahel	Johann Jakob	1763	
631749	Steelsius	Johannes	1569	
631752	Barbou	Jean	1538	
631755	Bettinelli	Tommaso ; Tipografia del Seminario Padua	1792	
631758	Orry	Marc	1605	
631761	Bienné	Jean	1580	
631767	Concordia	Girolamo	1563	
631770	Somasco	Giovanni Battista	1572	
631773	Wechel	Chrétien	1529	
631776	Parmentier	Michel	1546	
631779	Keyser	Merten	1535	
631782	Varisco	Giovanni	1570	
631785	Pasquato	Lorenzo	1562	
631788	Egenolff	Paul	1600	
631791	Quentel	Peter	1534	
631794	Manuzio	Paolo ; Torresano	1536	
631797	Morel	Guillaume	1560	
631800	Morel	Guillaume	1558	
631803	Terranova	Juan Bautista de	1568	
631806	Raphelengius	Franciscus	1595	
631809	Benacci	Alessandro	1564	
631812	Cholinus	Maternus ; Plantin	1564	
631815	Braubach	Peter	1535	
631818	Calenius	Gerwin ; Quentel	1584	
631821	Baglioni Venecia	Italia	1737	
631824	Petri	Heinrich	1566	
631827	Egenolff	Christian	1539	
631830	Petit	Oudin	1557	
631833	Moscheni	Francesco ; Moscheni	1553	
631836	Quentel	Johann	1560	
631839	Chaudière	Regnault	1609	
631842	Froben	Johann	1526	
631845	Valerius	Stephanus	1560	
631848	Marnef	Jérôme de ; Cavellat	1575	
631851	Morel	Guillaume	1556	
631854	Faure	Jacques ; Giunta	1555	
631857	Steelsius	Johannes	1572	
631860	Moretus	Balthasar	1620	
631863	Vincent	Antoine	1555	
631866	La Porte	Sibylle de	1592	
631869	Gaultherot	Vivant	1550	
631872	Macé	Jean	1548	
631875	Du Puis	Mathurin	1545	
631878	Raphelengius	Christophorus	1599	
631881	Brocar	Juan de	1541	
631884	Rouillé	Guillaume	1575	
631887	Al segno della Speranza Venecia	Italia	1546	
631890	Plantin	Christophe	1572	
631893	Plantin	Christophe	1572	
631896	Sorin	Michel	1780	
631899	Amadori	Marco ; Simbeni	1569	
631902	Plantin	Christophe	1564	
631905	Bogard	Jean ; Stronge	1567	
631908	Birckmann	Arnold	1557	
631911	Morel	Guillaume	1559	
631914	Drukarnia Akademii Societatis Jesu Vilna	Lituania	1644	
631920	Benítez de Lugo	Cayetano ; Estienne	1708	
631923	Nivelle	Sébastien	1577	
631926	Cornetti	Giacomo	1589	
631932	Julien	Guillaume ; Aragón	1565	
631935	Bousquet	Marc-Michel	1737	
631938	Plantin	Christophe	1573	
631941	Roigny	Jean de	1552	
631944	Badius	Jodocus	1521	
631947	Occhi	Simone	1788	
631950	Torrentino	Lorenzo	1552	
631953	Macé	Jean	1549	
631956	Wechel	Andreas	1600	
631959	Marnef	Denise de ; Marnef	1546	
631962	Cratander	Andreas	1524	
631965	Cardon	Horace	1609	
631968	Prevost	Benoît	1545	
631971	Rigaud	Claude	1705	
631974	Anisson	Jean	1698	
631977	Muguet	François	1693	
631980	Coignard	Jean-Baptiste	1686	
631983	Coignard	Jean-Baptiste	1721	
631989	Nivelle	Sébastien	1603	
631992	Prevost	Benoît	1545	
631995	Moette	Thomas ; Coignard	1690	
631998	Busäus	Johann	1671	
632001	Piget	Siméon ; Le Cointe	1667	
632004	León	Juan de	1545	
632007	Mortlock	George ; Oxford University Press Oxford	1715	
632010	Sonnius	Michel	1573	
632013	Trujillo	Sebastián ; García de Samaniego de la Serna	1564	
632016	Savioli	Agostino	1747	
632019	Morel	Guillaume	1561	
632022	Nutius	Martin	1552	
632025	Bowyer	William	1722	
632028	Bettinelli	Tommaso	1750	
632031	Occhi	Simone	1744	
632034	Busäus	Johann	1659	
632037	Poletti	Andrea	1748	
632040	Savioli	Agostino	1742	
632043	Bellerus	Petrus	1578	
632046	Ronconella	Gaspare	1745	
632049	Lucas	José Tomás	1767	
632052	Cosío	Diego de	1601	
632055	Imprimerie Royale París	Francia	1638	
632058	Pitteri	Francesco ; Regozza	1734	
632061	Sánchez	Melchor ; León	1655	
632064	Wagner	Matthäus	1680	
632067	Rossi	Giovanni	1587	
632070	Blado	Antonio	1557	
632073	Junta	Lucas de	1580	
632076	Gómez	Alonso	1579	
632079	Calenius	Gerwin ; Quentel	1568	
632082	García	Eugenio Antonio	1702	
632085	Du Val	Denys	1605	
632088	Ugolino	Paolo	1589	
632091	Junta	Lucas de	1580	
632094	Sancha	Antonio de ; Alverá	1774	
632097	García	Eugenio Antonio	1697	
632100	Calenius	Gerwin ; Quentel	1569	
632103	Junta	Lucas de ; Huertas	1582	
632106	Turlino	Damiano	1567	
632109	Junta	Lucas de ; Huertas	1582	
632112	Junta	Felipe	1581	
632115	Manuzio	Paolo	1543	
632118	Sansovino	Giacomo	1569	
632121	Al segno della Salamandra Venecia	Italia	1562	
632124	Bindoni	Francesco ; Pasini	1527	
632127	Bornat	Claudio ; Cendrat	1586	
632130	Fernández	Juan	1596	
632133	L'Angelier	Abel	1606	
632136	Cormellas	Sebastián de ; Gotard	1598	
632139	Pérez	Lucas	1692	
632142	Martinez	Francisco	1642	
632145	Chesneau	Nicolas	1570	
632148	Arkstee	Hans Kasper ; Merkus	1758	
632151	Cano	Benito	1786	
632154	Sartorius	Adam	1606	
632157	Honorat	Sébastien ; Faure	1561	
632160	Moutard	Nicolas-Léger ; Gueffier	1776	
632163	Quentel	Arnold	1602	
632169	Léonard	Jean	1723	
632172	Ziletti	Francesco	1572	
632175	Aguado	Eusebio	1826	
632178	Cholinus	Maternus	1581	
632181	Junta	Juan de	1547	
632184	Birckmann	Arnold	1572	
632187	Porsile	Carlo	1695	
632190	Steelsius	Johannes ; Grapheus	1540	
632193	Ayala	Juan de	1551	
632196	Junta	Juan de	1547	
632199	Cholinus	Maternus	1560	
632202	Canto	Francisco del	1557	
632205	Setzer	Johann	1531	
632208	Junta	Felipe	1578	
632211	Maroto	Francisco	1642	
632214	Manuzio	Paolo	1541	
632217	Gerardo	Querino	1586	
632220	Drouy	Guillermo	1580	
632223	Delgado	Cosme	1613	
632226	Gast	Matías ; Portonariis	1570	
632229	Rade	Gilles van den	1599	
632232	Plantin	Christophe	1575	
632235	Rouillé	Guillaume	1545	
632238	Quentel	Arnold	1602	
632241	Rade	Gilles van den	1606	
632244	Bertier	Antoine	1656	
632247	Rade	Gilles van den	1603	
632250	Rade	Gilles van den	1606	
632253	Foucher	Jean	1549	
632256	Cramoisy	Sébastien	1633	
632259	Chappelet	Sébastien	1616	
632262	Landry	Claude	1624	
632265	Schouten	Nicolas ; Muguet	1669	
632268	Kuick	Burchard	1608	
632271	De Rossi	Antonio	1725	
632274	Portonariis	Gaspar de	1556	
632277	Baluze	Étienne	1665	
632280	Gourbin	Gilles	1585	
632283	Brouilly	Jean	1543	
632286	Sonnius	Michel	1582	
632289	Giunta	Jacques ; Du Ry	1530	
632292	Basse	Frank ; Basse	1577	
632295	Delespine	Jean-Baptiste-Alexandre	1734	
632298	Steelsius	Johannes	1559	
632301	Prael	Johannes	1532	
632304	Roigny	Jean de	1546	
632307	Giunta	Jacques	1541	
632310	Boursette	Madeleine ; Ménier	1554	
632313	Le Riche	Nicolas	1547	
632316	Boursette	Madeleine ; Ménier	1555	
632319	Portonariis	Andrea de	1554	
632322	Petit	Jean	1537	
632325	Pillehotte	Antoine ; Anard	1620	
632328	Jacobsz	Jan	1646	
632331	Gerlach	Christian ; Beckenstein	1668	
632334	Rouillé	Guillaume	1604	
632337	Martí	María Ángela	1760	
632340	Bathenius	Jacobus ; Rotarius	1547	
632343	Jouvenel	Martin	1678	
632346	Saurí	Manuel	1829	
632349	Ibarra	Joaquín	1767	
632352	Núñez de Vargas	Leonardo ; Orea Madrid	1826	
632355	Rouillé	Guillaume	1579	
632358	Blado	Antonio	1537	
632361	Portonariis	Gaspar de ; Gast	1573	
632364	Sánchez	Luis	1600	
632370	Rouillé	Guillaume	1576	
632373	Hierat	Anton	1600	
632376	Welleus	Hieronymus	1600	
632379	Elzevier	Bonaventura ; Elzevier	1631	
632382	Marín	Pedro	1790	
632385	Regnault	Jean-Baptiste	1587	
632388	Lipp	Balthasar ; Mylius	1602	
632391	Mylius	Arnold	1600	
632394	Rouillé	Guillaume	1556	
632397	Regnault	Georges	1543	
632400	Henault	François ; Robert	1751	
632403	Rouillé	Guillaume	1571	
632406	Giunta	Jacques	1568	
632409	Gryphius	Antoine	1588	
632415	Zenaro	Girolamo ; Zenaro	1579	
632418	Froben	Hieronymus ; Episcopius	1562	
632421	Wechel	Andreas	1598	
632424	Costantini	Giovanni Battista	1783	
632427	Compagnie des Libraires Lyon	Francia	1585	
632430	Bevilacqua	Giovanni Battista	1588	
632433	Froben	Hieronymus ; Episcopius	1562	
632436	Langerak	Johan Arnold	1733	
632439	Tarino	Giovanni Domenico	1597	
632442	Faure	Jacques ; Giunta	1553	
632445	Gaum	Johann Friedrich ; Süss	1743	
632448	Pezzana	Niccolò	1700	
632451	Compagnie des Libraires Lyon	Francia	1585	
632454	Bertano Venecia	Italia	1662	
632457	Buagni	Giovanni Francesco ; Galleri	1701	
632460	Cecchi	Giovanni Filippo	1699	
632463	Chouet	Samuel ; Miege	1664	
632466	Metternich	Arnold	1702	
632469	Anisson	Laurent	1667	
632472	Sande	Dominicus	1719	
632475	Bourgeat	Ludwig ; Küchler	1666	
632478	Metternich	Wilhelm	1707	
632481	Chouet	Samuel	1667	
632484	Bulifon	Antonio	1680	
632487	Somasco	Giacomo Antonio	1609	
632490	Basse	Johann ; Neben	1610	
632493	Zafra y Rueda	Antonio de	1738	
632496	Bertano Venecia	Italia	1664	
632499	Portonariis	Francesco ; Ziletti	1576	
632502	Dolz	José Esteban	1750	
632505	Zani	Agostino	1528	
632508	Cano	Benito	1794	
632511	Sánchez	Luis ; Valle y Corralera	1614	
632514	Bonardo	Cornelio ; Curlet	1589	
632517	Somasco	Giovanni Battista	1571	
632520	Lyra	Francisco de	1647	
632523	Somasco	Giovanni Battista	1578	
632526	Somasco	Giacomo Antonio ; Somasco	1577	
632529	Zani	Agostino	1528	
632532	Díaz de Montoya	Fernando	1603	
632535	Velasco	Lorenzo	1732	
632538	Deslandes	Miguel	1697	
632544	Burgos	Miguel de	1819	
632547	Díaz de la Carrera	Diego	1648	
632550	Cea Tesa	Francisco de	1619	
632556	Marín	Antonio	1755	
632559	Muñoz	Juan	1729	
632562	Cancer	Mattia ; De Cristoforo	1570	
632565	López Calderón	Antonio ; Murillo	1626	
632568	De María	Giacomo Aniello	1580	
632571	Sanz	Antonio	1757	
632574	Martínez	Francisco	1643	
632577	Moretus	Balthasar	1633	
632580	Romeu	Jaume ; Sapera	1639	
632583	Cramoisy	Claude	1622	
632586	Gaffari	Giacomo ; Bove	1643	
632589	Lerzo	João Baptista	1742	
632592	Honorat	Barthélemy	1580	
632595	Bonfadino	Bartolomeo	1593	
632601	Cochi	Bartolomeo	1610	
632604	Paci	Giovanni Francesco	1693	
632607	Bonfadino	Bartolomeo	1593	
632610	Moretus	Balthasar	1626	
632613	Tarino	Giovanni Domenico	1601	
632616	Rodriguez	Jorge	1602	
632619	Chevalier	Pierre	1612	
632622	Honorat	Sébastien	1570	
632625	Kinckius	Johann	1625	
632628	Hénault	Mathurin	1635	
632631	Corvini	Alessandro	1623	
632634	Salicato	Altobello	1583	
632637	Sarzina	Giacomo	1633	
632640	Roigny	Michel de	1579	
632643	Honorat	Sébastien ; Faure	1561	
632646	Raysen	Gaspar Carl	1658	
632652	Porsile	Carlo	1692	
632655	Becker	Matthäus ; Schönwetter	1610	
632658	Ginami	Marco	1630	
632661	Wechel	Andreas	1603	
632664	Aertssens	Hendrik	1625	
632667	Trabouillet	Nicolas	1634	
632670	Salicato	Altobello ; Coello de Sandoval	1588	
632673	Compagnia Minima Venecia	Italia	1600	
632676	Emmel	Egenolff	1619	
632679	Ciotti	Giovanni Battista	1620	
632682	Zanetti	Bartolomeo	1609	
632685	Giunta	Bernardo	1586	
632688	Gryphius	Sébastien	1548	
632691	Meietti	Roberto ; Percacino	1600	
632694	Bonhomme	Macè	1560	
632697	Bötzer	Anton	1620	
632700	Honorat	Barthélemy	1585	
632703	Grosse	Henning	1599	
632706	Giunta Venecia	Italia	1603	
632709	Gryphius	Sébastien	1548	
632712	Sánchez	Juan	1639	
